"Banco de México"

"CPI Consumer Price Index and UDIS"
""

"Date: 03/30/2018 10:51:28"

"Important announcement: Some time series have been changed, please review the metadata for the time series."

"Title","CONSUMER PRICE INDEX (INPC)","Core and complementary subindexes, Consumer price index (INPC), Non-Core, Agricultural","Core and complementary subindexes, Consumer price index (INPC), Core, Services, Education (tuitions)","Core and complementary subindexes, Consumer price index (INPC), Non-Core, Energy and Prices Approved by Government, Energy","Core and complementary subindexes, Consumer price index (INPC), Non-Core, Agricultural, Fruits and Vegetables","Core and complementary subindexes, Consumer price index (INPC), Non-Core, Agricultural, Meat and Eggs","Índice Nacional de Precios al consumidor Agricultural, Incidence monthly","Índice Nacional de Precios al consumidor Fruits and vegetables, Incidence monthly","Índice Nacional de Precios al consumidor Meat and eggs, Incidence monthly","Índice Nacional de Precios al consumidor Administered, Incidence monthly","Índice Nacional de Precios al consumidor Education (tutions), Incidence monthly","Core and complementary subindexes, Consumer price index (INPC), Core, Merchandise, Foods, Beverage and Tobacco","Core and complementary subindexes, Consumer price index (INPC), Core, Services, Housing","Índice Nacional de Precios al consumidor Processed foods, beverage and tobacco, Incidence monthly","Índice Nacional de Precios al consumidor Housing (shelter), Incidence monthly","Core and complementary subindexes, Consumer price index (INPC), Core","Core and complementary subindexes, Consumer price index (INPC), Core, Merchandise","Core and complementary subindexes, Consumer price index (INPC), Core, Merchandise, Non Food Merchandise","Core and complementary subindexes, Consumer price index (INPC), Core, Services","Core and complementary subindexes, Consumer price index (INPC), Core, Services, Other Services","Core and complementary subindexes, Consumer price index (INPC), Non-Core","Core and complementary subindexes, Consumer price index (INPC), Non-Core, Energy and Prices Approved by Government","Core and complementary subindexes, Consumer price index (INPC), Non-Core, Energy and Prices Approved by Government, Prices Approved by Government","","","","","","","",""
09/01/1995,27.761362884707,25.206887416723,21.613096544640,19.370139436727,22.058259904795,27.565017555342,N/E,N/E,N/E,N/E,N/E,24.587232985867,32.999076252353,N/E,N/E,29.368940551764,29.662828029263,34.170095452949,29.018649110733,27.973366596923,23.078475860837,21.262752700142,24.163826937806,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
10/01/1995,28.332572548668,26.195395465376,21.618258357789,20.004786728175,23.887354798033,27.916173141846,N/E,N/E,N/E,N/E,N/E,25.122640419129,33.434925614101,N/E,N/E,29.882260156466,30.326140396195,34.949439549897,29.364062166470,28.339126782650,23.768538362116,21.706294795935,24.342536552473,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
11/01/1995,29.031205912573,27.580287849390,21.618258357789,20.746008410834,24.995027661841,29.509529806355,N/E,N/E,N/E,N/E,N/E,25.866221471161,33.905222006269,N/E,N/E,30.491297952816,31.040011766058,35.611115328010,29.855558025188,28.993878146313,24.657267755710,22.186006630568,24.458469341275,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
12/01/1995,29.977045058029,28.931003979863,21.645823237487,21.642263673389,26.099721098117,31.045127713554,N/E,N/E,N/E,N/E,N/E,26.762820562961,34.881262006211,N/E,N/E,31.347289179216,32.002162137276,36.614635462758,30.592341339507,29.728519566911,25.786667554231,23.130635625683,25.481599315240,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
01/01/1996,31.054701826733,29.975673043571,22.119790137691,22.496089796813,25.918117097329,33.017070989591,N/E,N/E,N/E,N/E,N/E,27.804293787877,35.868502334212,N/E,N/E,32.363986933725,33.087265026128,37.714338945637,31.531876427748,30.769219701959,26.974449711430,24.431811570178,27.428087641720,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
02/01/1996,31.779507671726,30.640447247591,22.221071403093,22.984119395992,25.122987562672,34.786369932758,N/E,N/E,N/E,N/E,N/E,28.604214668256,36.646190101449,N/E,N/E,33.131077673660,33.977528367299,38.674292013320,32.160824376700,31.423477317441,27.575854943266,24.979429472055,28.065723301423,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
03/01/1996,32.479096225856,31.189602403533,22.259732936815,23.400270582302,25.231921522597,35.668232266240,N/E,N/E,N/E,N/E,N/E,29.422958806605,37.319018530907,N/E,N/E,33.904250262644,34.937969843001,39.756715760416,32.724263004147,32.045257832718,28.079796406990,25.444756222910,28.605483069406,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
04/01/1996,33.402392654452,32.421335951386,22.327730876250,24.149095764166,27.009295977751,36.485651547669,N/E,N/E,N/E,N/E,N/E,30.650587189722,38.214356304960,N/E,N/E,34.838053120250,36.022879492010,40.659074342981,33.488599256328,32.899716839437,28.949004935959,26.014415436199,28.928523784486,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
05/01/1996,34.011237206319,33.616881463954,22.385526241136,23.994251409119,28.091264516924,37.765969810890,N/E,N/E,N/E,N/E,N/E,31.211056519986,38.871659411392,N/E,N/E,35.471397458169,36.749992518430,41.541349235972,34.016741330788,33.453004035664,29.480614727335,26.000789406392,29.114004905584,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
06/01/1996,34.565062228904,34.186811706260,22.452939468749,24.329478783565,28.437645934801,38.504557846603,N/E,N/E,N/E,N/E,N/E,31.750129215349,39.377919974453,N/E,N/E,36.081220302350,37.425310973984,42.341174854345,34.552956659299,34.154425476933,29.884062704655,26.266661845529,29.284903644631,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
07/01/1996,35.056417169495,34.585291292647,22.542820513916,24.697165338844,28.464762463019,39.183769008824,N/E,N/E,N/E,N/E,N/E,32.177806243666,40.012044274419,N/E,N/E,36.623348928764,37.979080467726,43.012244487258,35.081676848121,34.720413294023,30.239591333519,26.585899215162,29.539243607085,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
08/01/1996,35.522363781178,35.019936963855,22.848718127607,25.112666674798,28.257762682709,40.103722678513,N/E,N/E,N/E,N/E,N/E,32.536149755290,40.508449107986,N/E,N/E,37.116542583318,38.554955988984,43.801520572733,35.482155943958,35.068159453807,30.626814060361,26.933068986481,29.793765513125,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
09/01/1996,36.090325763897,35.403484004421,26.067525062442,25.536252062893,28.227916101370,40.799834964799,N/E,N/E,N/E,N/E,N/E,32.949720086864,40.936777473355,N/E,N/E,37.765180520896,39.136312349288,44.543486661261,36.205450792697,35.360741632159,30.985673344106,27.270578097380,30.013484688008,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
10/01/1996,36.540798135340,35.775074396175,26.068881063289,26.455009687107,28.346234994542,41.362784782456,N/E,N/E,N/E,N/E,N/E,33.317647952025,41.313588161395,N/E,N/E,38.193625991207,39.633245439693,45.162454663515,36.557083330953,35.793195815085,31.474334031416,27.853530684300,30.128949795381,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
11/01/1996,37.094432119879,36.601656294690,26.068881063289,27.511000515884,28.721173682933,42.530440188847,N/E,N/E,N/E,N/E,N/E,33.718664008176,41.707575704077,N/E,N/E,38.653720994001,40.181758322829,45.851066464207,36.918082310307,36.231260777444,32.232193202093,28.552723005203,30.332294391419,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
12/01/1996,38.282127940254,37.671409524120,26.088498237167,28.854660674418,29.153693077146,44.081519474644,N/E,N/E,N/E,N/E,N/E,34.337090078618,42.777798634434,N/E,N/E,39.480981574905,40.912916050240,46.680229286880,37.852054973652,37.314199129044,34.235787719120,31.314472970252,35.124886566502,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
01/01/1997,39.266557170736,38.968232942480,26.370033829305,29.327278003390,30.466178848371,45.365174656055,N/E,N/E,N/E,N/E,N/E,35.632761670769,43.724714465594,N/E,N/E,40.466850890176,42.069076317261,47.655159644350,38.646992545589,38.129800839692,35.184943170951,31.975988507858,36.060107916037,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
02/01/1997,39.926409411570,39.386178848883,26.719136826420,29.709509776404,30.784608162730,45.858035405695,N/E,N/E,N/E,N/E,N/E,36.188687258489,44.472797751180,N/E,N/E,41.169511379078,42.769936951717,48.488977855059,39.351135424872,38.904256149910,35.722766146014,32.610245199957,37.056844682397,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
03/01/1997,40.423304503734,39.520538676821,26.751109168470,30.111078146897,30.935885147750,45.979452508733,N/E,N/E,N/E,N/E,N/E,36.532513668785,45.005293217294,N/E,N/E,41.696806376845,43.314416830108,49.229913868229,39.858841238325,39.530432717736,36.132352481913,33.243853190861,38.024727033752,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
04/01/1997,40.860021998028,39.610186794918,26.858375192700,30.097832112630,30.850125756558,46.201799446448,N/E,N/E,N/E,N/E,N/E,36.994430377763,45.450863312996,N/E,N/E,42.225884603172,43.866016502489,49.860355402948,40.362368742351,40.203070509437,36.336266626569,33.540667121952,38.762246331167,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
05/01/1997,41.232932116431,39.618193660427,26.943906773178,29.833938744560,30.307925518894,46.626323763222,N/E,N/E,N/E,N/E,N/E,37.382243830736,45.957381183763,N/E,N/E,42.769619223142,44.436962594197,50.608450770070,40.875303527128,40.848510439616,36.292637945406,33.454904083336,38.926889690934,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
06/01/1997,41.598773765111,39.608574156255,26.996867478441,30.245916228988,30.237651976325,46.662631162238,N/E,N/E,N/E,N/E,N/E,37.690263585908,46.427498734599,N/E,N/E,43.223245424423,44.920414773490,51.263450092429,41.295277538680,41.332890770443,36.439123680621,33.728724648826,39.008745171375,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
07/01/1997,41.961176680711,40.100004562215,27.100571559390,30.657939755028,31.869694247639,46.290082557069,N/E,N/E,N/E,N/E,N/E,37.790907653276,46.864961810626,N/E,N/E,43.577913434251,45.169172654960,51.661677910748,41.767965970505,41.946563244808,36.808165859275,33.996399240723,39.075651254690,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
08/01/1997,42.334277844055,40.837554419830,27.496918948857,30.882354804538,33.915293564975,46.036648565257,N/E,N/E,N/E,N/E,N/E,37.869902190518,47.254906258998,N/E,N/E,43.927476815585,45.448489437155,52.144812546500,42.195722425059,42.422211218856,37.225263754270,34.149826876271,39.130582043443,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
09/01/1997,42.861548309462,41.181279916468,31.059409751447,31.234375083518,33.857467691819,46.684014584890,N/E,N/E,N/E,N/E,N/E,38.360719522837,47.658733523319,N/E,N/E,44.556455431262,45.931345661348,52.605202224814,42.987426901094,42.788807469292,37.495400327520,34.358860603640,39.140133426408,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
10/01/1997,43.204083068415,40.845646003956,31.066917232437,32.205157945699,32.569313038961,47.069810749265,N/E,N/E,N/E,N/E,N/E,38.739661206137,48.058223127701,N/E,N/E,44.966562184703,46.390981827696,53.136845127528,43.341908168031,43.205725124141,37.666948329091,34.945082185685,39.190109345139,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
11/01/1997,43.687414321475,41.159919205523,31.068343408578,33.477026310958,32.836930100860,47.419086458410,N/E,N/E,N/E,N/E,N/E,39.093792704716,48.652387263595,N/E,N/E,45.412556438229,46.861607842476,53.717034808557,43.760057179424,43.591156417581,38.223725726460,35.698625115957,39.220484319024,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
12/01/1997,44.299506554585,42.117817301736,31.068343408578,34.118193098729,34.067871746254,48.169312680632,N/E,N/E,N/E,N/E,N/E,39.294816171587,49.439690846187,N/E,N/E,45.980895654564,47.289726770082,54.372969902994,44.484575979971,44.473365161059,38.919571706393,36.177726789383,39.476113963319,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
01/01/1998,45.263303462448,43.262746236420,31.504292239072,34.686657100365,35.895450107656,48.796294999345,N/E,N/E,N/E,N/E,N/E,40.290142702599,50.439977460775,N/E,N/E,46.858498113889,48.103302684151,54.970590501488,45.433027949937,45.532634952429,40.057425819774,37.306177798335,41.406931490807,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
02/01/1998,46.055737478709,43.664285554985,31.780538380114,35.020122418756,36.015822607018,49.410281169893,N/E,N/E,N/E,N/E,N/E,41.433988826048,51.259089345600,N/E,N/E,47.764719133568,49.143648917946,55.871175456138,46.188769132979,46.377175315940,40.555444428196,37.881601231621,42.329992824453,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
03/01/1998,46.595234496218,44.276806027532,31.809679632727,35.379970245758,36.065741097511,50.448091177311,N/E,N/E,N/E,N/E,N/E,41.852662294327,51.872416484829,N/E,N/E,48.295866639531,49.715462464135,56.588380810107,46.674099383846,46.884131316238,41.097415323638,38.364094825090,42.990769980117,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
04/01/1998,47.031187831436,44.489237989151,31.838231228202,35.365194737064,36.140532957739,50.764506587690,N/E,N/E,N/E,N/E,N/E,42.323143223946,52.465959496498,N/E,N/E,48.847872059195,50.295319719053,57.267093716076,47.194583559150,47.485217216848,41.245076366742,38.458260807740,43.239670731615,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
05/01/1998,47.405817312931,45.208356710290,31.981719294140,34.315926163719,37.607255040556,50.916936912254,N/E,N/E,N/E,N/E,N/E,42.723941274099,53.011864537490,N/E,N/E,49.373253840135,50.867916230706,58.004799900782,47.666838442862,47.991099070447,41.250457923772,37.879305310270,43.318033014879,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
06/01/1998,47.966137697999,45.997206020023,32.029060715841,34.550770129719,39.156262273688,51.129523084804,N/E,N/E,N/E,N/E,N/E,43.645105600117,53.505605050405,N/E,N/E,49.956354005208,51.649658651824,58.616296800523,48.027644951548,48.327442575989,41.739266681129,38.120926571042,43.571837875206,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
07/01/1998,48.428645590395,47.061612437856,32.110918021972,34.878066565099,40.875844228741,51.696862979786,N/E,N/E,N/E,N/E,N/E,43.853430135651,53.965766200847,N/E,N/E,50.341318547796,51.969206476780,59.044225358549,48.485381672828,48.894681317944,42.371101165061,38.396619297417,43.777709894513,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
08/01/1998,48.894210125989,47.478622405827,32.433919453340,35.053176068460,40.680836662428,52.576769434724,N/E,N/E,N/E,N/E,N/E,44.214233295243,54.455092855941,N/E,N/E,50.859657111428,52.513597488610,59.767019606351,48.974233944718,49.436205831227,42.696619767467,38.646202980577,44.135081892847,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
09/01/1998,49.687217256384,47.854034539080,36.543560999830,35.351986424883,40.493679289003,53.377686273361,N/E,N/E,N/E,N/E,N/E,45.266644869611,55.173482808556,N/E,N/E,51.839219398068,53.487459835452,60.629452220165,49.959426480812,49.792759287411,43.022943520517,38.931303594634,44.403931141793,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
10/01/1998,50.399223414452,48.575518084102,36.551186213969,36.306521948568,42.202515904982,53.350980321550,N/E,N/E,N/E,N/E,N/E,46.290123870642,55.871413584304,N/E,N/E,52.565713001956,54.473853555404,61.547920743192,50.395102242620,50.123042752466,43.678266567200,39.530382839482,44.507970512153,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
11/01/1998,51.291762400612,49.882967911460,36.556749066562,39.238204258635,45.060314345452,53.483441311796,N/E,N/E,N/E,N/E,N/E,46.717463638670,56.424402987879,N/E,N/E,53.166919003704,55.141876208894,62.451157611943,50.921231783487,50.778649522560,45.232797813861,41.282260396613,44.614181603877,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
12/01/1998,52.543265583086,52.348407978838,36.570549827197,40.491387927894,49.507113064790,54.446432320308,N/E,N/E,N/E,N/E,N/E,47.288549649165,57.346573569631,N/E,N/E,53.997802916234,55.935447812007,63.457039091565,51.793164226993,51.858822228313,47.440724198331,43.272359220062,47.665634321173,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
01/01/1999,53.870120615833,54.418062844220,36.779996127145,40.825857304197,53.807292644880,54.825411120832,N/E,N/E,N/E,N/E,N/E,49.386822176481,58.278328841342,N/E,N/E,55.296913713911,57.530893590240,64.474089495183,52.760334410559,53.082885951194,48.791786062817,44.030837995760,49.030605808640,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
02/01/1999,54.594080220394,53.589467612955,37.172340485402,41.414552391527,50.816067436721,55.634838406498,N/E,N/E,N/E,N/E,N/E,50.221043752597,59.044238986818,N/E,N/E,56.307987170844,58.578468462456,65.716924665763,53.729881425887,54.407097815522,48.812811201031,44.747360795860,49.935262423793,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
03/01/1999,55.101291477316,52.126659364686,37.273455963149,41.840677873360,46.652209706240,56.218295902511,N/E,N/E,N/E,N/E,N/E,50.697633152179,59.931549046344,N/E,N/E,57.196128108336,59.407822765981,66.895384105153,54.683011708805,55.670232862890,48.401820542419,45.198773001758,50.427250244922,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
04/01/1999,55.606974416087,52.009141079610,37.423715738639,41.914942122316,46.056198520843,56.463131897145,N/E,N/E,N/E,N/E,N/E,51.162968887612,60.488082607274,N/E,N/E,57.881144919489,60.137721407922,67.883962474816,55.317387238134,56.517675194990,48.466355192312,45.412145336688,50.839214652820,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
05/01/1999,55.941485494404,52.345567316888,37.530549221053,40.475219133466,46.741878319714,56.534821091255,N/E,N/E,N/E,N/E,N/E,51.534494639053,61.080080033867,N/E,N/E,58.442331837781,60.770513630054,68.774771081881,55.798179499604,57.011761593986,48.253489095102,44.750261967435,51.267660523821,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
06/01/1999,56.309046499279,52.380895249410,37.642148621085,40.805776880791,46.952053149923,56.437748234950,N/E,N/E,N/E,N/E,N/E,51.850038138571,61.665259935963,N/E,N/E,58.896607922112,61.267444980827,69.449158403342,56.204474382007,57.348389033957,48.404600255854,44.995682588705,51.395617376477,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
07/01/1999,56.681192465503,52.658734109429,37.696082136299,41.351514659375,48.149094846536,56.019438248162,N/E,N/E,N/E,N/E,N/E,52.061361612657,62.127175168579,N/E,N/E,59.285374315003,61.537136745070,69.772760161779,56.725938493162,58.060615992872,48.725294605225,45.350443966989,51.484764934214,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
08/01/1999,57.000229296684,52.342004830164,38.174285564686,41.751770031594,47.834629541403,55.701315328573,N/E,N/E,N/E,N/E,N/E,52.393845635080,62.581805837320,N/E,N/E,59.733720858736,61.966040257956,70.291201371835,57.195663417249,58.547550655963,48.728173037636,45.614968646264,51.560647024044,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
09/01/1999,57.550997682966,52.029845852345,43.180699138062,42.442193861944,47.203361114201,55.631048734422,N/E,N/E,N/E,N/E,N/E,52.686392582495,63.020973892743,N/E,N/E,60.461506044326,62.369283024643,70.799832575047,58.285370506686,59.126155168108,48.842196819831,46.077536449831,51.706734374487,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
10/01/1999,57.915502044644,51.663540858076,43.182212458163,43.474992670262,46.265689066733,55.697658486240,N/E,N/E,N/E,N/E,N/E,53.112039519623,63.417220450262,N/E,N/E,60.896216259922,62.912049881086,71.450726591298,58.599070012680,59.458859650082,49.028550964850,46.715748330269,51.795118668143,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
11/01/1999,58.430545944157,51.648994522780,43.182408629287,45.673581813824,46.182733625621,55.734914886572,N/E,N/E,N/E,N/E,N/E,53.397210102264,63.743170740748,N/E,N/E,61.283070576040,63.390809422659,72.120379438936,58.882988441685,59.789140373985,49.831181755130,48.184835738067,52.250836489337,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
12/01/1999,59.015892575148,52.479694598554,43.189661533429,46.864631256962,47.694761137635,56.048986875262,N/E,N/E,N/E,N/E,N/E,53.751478521884,64.206874923956,N/E,N/E,61.777876518084,63.824408032228,72.625298648915,59.445782760715,60.602845595706,50.612804331895,48.923799139924,52.359935644284,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
01/01/2000,59.808326584513,52.978757379892,43.555999593502,47.351412403943,48.198194065367,56.544236672238,N/E,N/E,N/E,N/E,N/E,54.633586695451,64.962836575550,N/E,N/E,62.577891826820,64.568498548229,73.201724431697,60.307657332373,61.708798116254,51.361769068783,49.874975854128,53.976679109950,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
02/01/2000,60.338844724266,52.361354925136,43.953317559192,47.931398631679,46.021697839731,57.107745686119,N/E,N/E,N/E,N/E,N/E,55.278065034176,65.627886679368,N/E,N/E,63.266424536510,65.261788264985,73.926492731571,60.990359945481,62.496314086282,51.501364328037,50.633864470577,54.996225999502,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
03/01/2000,60.673355802583,52.037208809900,43.975027083420,48.611421108392,44.886773319658,57.397714248174,N/E,N/E,N/E,N/E,N/E,55.683062373359,66.002621181834,N/E,N/E,63.675612475911,65.729633882912,74.447224968657,61.333728090260,62.906899182913,51.648393358475,51.166166993512,55.325874205347,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
04/01/2000,61.018565121748,52.513965687744,43.987642534113,48.921204814816,46.260652812007,57.194836621809,N/E,N/E,N/E,N/E,N/E,55.936265822755,66.418053815798,N/E,N/E,64.010183680373,66.045031481593,74.819250999916,61.689462225998,63.311043078809,52.008190101683,51.429069344349,55.525480206789,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
05/01/2000,61.246666912622,53.296128849886,44.168413074364,47.982519666412,47.460963101175,57.659657248180,N/E,N/E,N/E,N/E,N/E,56.133870220536,66.777673450767,N/E,N/E,64.290189719917,66.349092372936,75.227099767795,61.942392030961,63.493477475391,52.106051445240,50.966398169079,55.729432029552,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
06/01/2000,61.609451911208,54.429877261363,44.289216473441,48.550099890764,49.879783351698,57.819416031147,N/E,N/E,N/E,N/E,N/E,56.187664056219,67.113939923631,N/E,N/E,64.506001474460,66.496580370340,75.469426903336,62.234349778735,63.798292422183,52.805637753834,51.308325867501,55.756679683884,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
07/01/2000,61.849780261080,54.584387917986,44.371532131067,49.193061033043,50.332967150341,57.747664694314,N/E,N/E,N/E,N/E,N/E,56.270093766878,67.354129507020,N/E,N/E,64.720422747941,66.643188541713,75.679672083527,62.524347759516,64.194415634618,53.099417770074,51.715190116141,55.834831600195,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
08/01/2000,62.189640459821,54.891630696417,44.949408849053,50.097167238236,51.294863810907,57.559001477408,N/E,N/E,N/E,N/E,N/E,56.432903364014,67.535653447711,N/E,N/E,64.990956118033,66.905378044335,76.039380218091,62.803996856477,64.480646451583,53.593151813038,52.360033286580,56.120857207143,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
09/01/2000,62.643933633536,54.850168414603,49.692592628021,51.045557790537,51.451761767176,57.367415653447,N/E,N/E,N/E,N/E,N/E,56.676220937077,67.736038034301,N/E,N/E,65.491562358727,67.136721790285,76.251327078665,63.604955686483,64.715398917907,53.923343134333,52.993440846853,56.316703909989,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
10/01/2000,63.075302000510,55.281447183410,49.735611728071,52.319281749281,52.799968872970,57.104112296289,N/E,N/E,N/E,N/E,N/E,56.882328035049,68.032172985010,N/E,N/E,65.833981702239,67.372946304749,76.512545441052,64.065722623369,65.444855744387,54.551797444956,53.781323703125,56.427625770037,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
11/01/2000,63.614607979974,55.296365608652,49.735611728071,54.763096907533,52.517899604170,57.343845452734,N/E,N/E,N/E,N/E,N/E,57.165311106463,68.321750167969,N/E,N/E,66.252482193573,67.785630391266,77.050450933484,64.490404874765,66.113641462507,55.360521039235,55.237350502792,56.505706370598,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
12/01/2000,64.303307262108,57.764069678926,49.735611728071,55.596392644192,57.349916494157,58.019188805321,N/E,N/E,N/E,N/E,N/E,57.355059700303,68.655817249947,N/E,N/E,66.625678137030,68.095468995943,77.478333683110,64.934081798106,66.784514005882,56.774621491916,55.784402425221,56.654810822683,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
01/01/2001,64.659787943150,57.052709845347,50.118489751653,56.277453115789,54.846468867733,58.665219869986,N/E,N/E,N/E,N/E,N/E,57.990181824917,69.205583616183,N/E,N/E,67.120908340160,68.619350790432,77.869285929405,65.396940187047,67.199329476772,56.791359865743,56.397164704678,57.177853390366,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
02/01/2001,64.616994979760,53.348912392381,50.402655959705,56.847602509358,46.597427804275,58.406072039656,N/E,N/E,N/E,N/E,N/E,58.556397731763,69.662652603085,N/E,N/E,67.627116384331,69.138682805662,78.323910070080,65.888110355172,67.785262426740,55.449068866652,56.992443898489,57.815047409302,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
03/01/2001,65.026393744009,54.108920753973,50.406481544581,56.726353604470,47.759630885636,58.860836784133,N/E,N/E,N/E,N/E,N/E,58.951840110999,70.041243162884,N/E,N/E,68.031951102143,69.470884601750,78.579541154227,66.373761818908,68.507131480716,55.856331544227,57.109629413048,58.269928168050,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
04/01/2001,65.354409466737,55.220180143573,50.409314286096,55.935179891899,49.007042273370,59.867900800505,N/E,N/E,N/E,N/E,N/E,59.369256036759,70.375064865668,N/E,N/E,68.359675156286,69.789103294407,78.783553561444,66.711855868420,68.947634823610,56.174615373050,56.777712527485,58.582408815597,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
05/01/2001,65.504375883541,55.819008445911,50.564291955132,54.130345606207,49.468160991019,60.570374442657,N/E,N/E,N/E,N/E,N/E,59.676166813778,70.652268691662,N/E,N/E,68.606227102318,69.999028071759,78.884761228078,66.999130053454,69.284772590538,56.091535632692,56.136634234513,59.576402261681,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
06/01/2001,65.659309337784,55.710053965199,50.705696944452,54.130187841368,49.279039230904,60.522219498253,N/E,N/E,N/E,N/E,N/E,59.830315882221,70.902717745317,N/E,N/E,68.826434558150,70.204566197431,79.138691175055,67.235555696627,69.538659780169,56.086802575550,56.217239847841,59.771837044550,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
07/01/2001,65.488710598360,55.216225913766,50.757322970756,52.175593127462,48.598421127252,60.170297230007,N/E,N/E,N/E,N/E,N/E,59.842909623211,71.193283398598,N/E,N/E,68.932591212866,70.148190696202,79.010985622590,67.523158339605,69.893739458021,55.266176399610,55.131676019851,59.900674733874,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
08/01/2001,65.876712887810,57.416544146922,51.311699242208,51.368170565497,52.756955632120,60.885954057380,N/E,N/E,N/E,N/E,N/E,59.883760773925,71.458495433600,N/E,N/E,69.162436534291,70.272826117610,79.220640138793,67.870335784929,70.259699185491,56.016160887183,54.691925920864,59.974929544549,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
09/01/2001,66.489951356085,58.489276822618,56.678481225951,52.367346006568,54.492664434057,61.455706479002,N/E,N/E,N/E,N/E,N/E,60.009852659451,71.802605825759,N/E,N/E,69.685894415665,70.428283657395,79.402645231891,68.804405480745,70.482269574127,56.823213057443,55.278910381154,59.986691910587,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
